title,brand,brand_normalized,source_url,ddr_type,form_factor,has_rgb,capacity_gb,speed_mhz,cas_latency,cas_latency_imputed,cas_was_imputed,num_sticks,price_per_gb,price_usd,log_price,scraped_at
G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GH2-FX5,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-flare-x5-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820374783?Item=N82E16820374783,DDR5,DIMM,False,32,6000,30,30,False,2,15.94,509.99,6.236350020540596,2026-05-08T19:28:02.841085
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model TLZGD432G3600HC18JDC01,Team,Team,https://www.newegg.com/team-group-t-force-vulcan-z-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-gray/p/N82E16820331544?Item=N82E16820331544,DDR4,DIMM,False,32,3600,18,18,False,2,9.06,289.99,5.673288902319859,2026-05-08T19:28:02.841439
V-COLOR DDR5 TUF GAMING ALLIANCE Manta XFinity 64GB (32GBx2) 6400MHz CL32 1.4V AMD EXPO SK Hynix Original IC RGB Gaming Desktop Upgrade RAM Memory Module Black (GTMXFAL3264832KWK),V-COLOR,Other,https://www.newegg.com/v-color-tuf-gaming-alliance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-black/p/0RN-00MB-000U0?Item=0RN-00MB-000U0,DDR5,DIMM,True,64,6400,32,32,False,1,12.03,769.99,6.647675403310604,2026-05-08T19:28:02.841834
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBEK2-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-014J1?Item=0RN-001J-014J1,DDR5,DIMM,False,16,6000,36,36,False,2,16.87,269.99,5.602081919829862,2026-05-08T19:28:02.842167
Team T-CREATE CLASSIC 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CTCCD532G6000HC48DC01,Team,Team,https://www.newegg.com/team-group-t-create-classic-32gb-ddr5-6000-cas-latency-cl48-desktop-memory-black/p/N82E16820985006?Item=N82E16820985006,DDR5,DIMM,False,32,6000,48,48,False,2,13.44,429.99,6.066084887978432,2026-05-08T19:28:02.842509
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BBEK2-32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820242860?Item=N82E16820242860,DDR5,DIMM,False,32,6000,30,30,False,2,15.0,479.99,6.175846479868856,2026-05-08T19:28:02.842882
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Custom Lab GBT Wood Desktop Memory Desktop Memory Model CMH16GX5M2E6000Z36WGWL,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory/p/N82E16820982327?Item=N82E16820982327,DDR5,DIMM,True,16,6000,36,36,False,2,16.25,259.99,5.564482092412441,2026-05-08T19:28:02.843267
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP64GX5M2B6000Z30W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982257?Item=N82E16820982257,DDR5,DIMM,False,64,6000,30,30,False,2,19.92,1274.99,7.15147762688343,2026-05-08T19:28:02.843612
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF4D532G6000HC30DC01,Team,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820331846?Item=N82E16820331846,DDR5,DIMM,True,32,6000,30,30,False,2,14.69,469.99,6.154836862368523,2026-05-08T19:28:02.843949
Team Group Vulcan alpha 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FLARD532G6000HC38ADC01,Team,Team,https://www.newegg.com/team-group-vulcan-alpha-32gb-ddr5-6000-cas-latency-cl38-desktop-memory-red/p/N82E16820331995?Item=N82E16820331995,DDR5,DIMM,False,32,6000,38,38,False,2,12.5,399.99,5.99393648933976,2026-05-08T19:28:02.844293
Timetec 4GB DDR3L / DDR3 1600MHz PC3L-12800 / PC3-12800 Non-ECC Unbuffered 1.35V / 1.5V CL11 2Rx8 Dual Rank 240 Pin UDIMM Desktop PC Computer Memory RAM Module Upgrade (4GB),Timetec,Other,https://www.newegg.com/timetec-4gb-240-pin-ddr3-sdram/p/0RN-00A3-000K9?Item=9SIA56XA8D8055,DDR3,DIMM,False,4,1600,11,11,False,1,4.0,15.99,2.8326249356838407,2026-05-08T19:28:02.844630
Used - Like New CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18,Used,Other,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820236596?Item=9SIC4F4KT13350,DDR4,DIMM,False,32,3600,18,18,False,2,7.81,249.95,5.525253716100942,2026-05-08T19:28:02.844976
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000C30W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982098?Item=N82E16820982098,DDR5,DIMM,False,32,6000,30,30,False,2,20.0,639.99,6.463013856174954,2026-05-08T19:28:02.845319
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5RW,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-white/p/N82E16820374506?Item=N82E16820374506,DDR5,DIMM,True,32,6000,36,36,False,2,15.94,509.99,6.236350020540596,2026-05-08T19:28:02.845663
"V-COLOR OLED XFinity+ DDR5 32GB (2x16GB) 6000MHz CL30 1.35V SK Hynix IC RGB Gaming Desktop Memory with Built-in Panel, White, for AMD EXPO (OTMXFAL1660830WWK)",V-COLOR,Other,https://www.newegg.com/v-color-xfinity-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory-black/p/0RN-00MB-000W0?Item=0RN-00MB-000W0,DDR5,DIMM,True,32,6000,30,30,False,2,13.44,429.99,6.066084887978432,2026-05-08T19:28:02.846007
Timetec Pinnacle Konduit 16GB DDR4 3200MHz PC4-25600 CL16-20-20-40 1.35V Dual Rank Compatible for AMD and Intel Desktop Gaming PC Memory Module - White,Timetec,Other,https://www.newegg.com/p/0RN-00A3-001C2?Item=9SIA56XH921342,DDR4,DIMM,False,16,3200,16,16,False,1,7.37,117.99,4.779039455967062,2026-05-08T19:28:02.846381
Crucial 8GB 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model CT8G4DFRA266,Crucial,Crucial,https://www.newegg.com/crucial-8gb-ddr4-2666-cas-latency-cl19-desktop-memory/p/N82E16820156256?Item=9SIAM37K5S7148,DDR4,DIMM,False,8,2666,-1,16,True,1,8.09,64.75,4.185859671057874,2026-05-08T19:28:02.846726
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232920?Item=N82E16820232920,DDR4,DIMM,True,32,3600,18,18,False,2,10.0,319.99,5.771409969996787,2026-05-08T19:28:02.847321
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model KF432C16BBK2/16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/N82E16820242832?Item=N82E16820242832,DDR4,DIMM,False,16,3200,16,16,False,2,11.25,179.99,5.19844178112078,2026-05-08T19:28:02.847649
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2E3200C16,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-pc4-25600-cas-latency-cl16-desktop-memory-white/p/N82E16820982329?Item=N82E16820982329,DDR4,DIMM,True,16,3200,16,16,False,2,10.62,169.99,5.141605075260502,2026-05-08T19:28:02.847969
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GVK,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232092?Item=N82E16820232092,DDR4,DIMM,False,64,3200,16,16,False,4,9.06,579.99,6.3647335449998295,2026-05-08T19:28:02.848307
XPG LANCER 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-CLABK,XPG,Other,https://www.newegg.com/xpg-lancer-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820246106?Item=N82E16820246106,DDR5,DIMM,False,16,6000,30,30,False,1,12.19,194.99,5.278063637520769,2026-05-08T19:28:07.423679
Team T-Force Delta RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TF4D416G3200HC16FDC01,Team,Team,https://www.newegg.com/team-group-t-force-delta-rgb-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-white/p/N82E16820331859?Item=N82E16820331859,DDR4,DIMM,True,16,3200,16,16,False,2,9.87,157.99,5.068841307160618,2026-05-08T19:28:07.424056
Silicon Power Value Gaming DDR5 32GB (2x16GB) 6000MT/s (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop RAM Computer Memory w/Heatsink SP032GXLWU60AFDJ,Silicon,Other,https://www.newegg.com/silicon-power-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820301530?Item=9SIBDGPKF00164,DDR5,DIMM,False,32,6000,30,30,False,2,12.49,399.79,5.993437599359596,2026-05-08T19:28:07.424444
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL26 1.45V SK Hynix IC RGB Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSAL1660826KWK)",V-COLOR,Other,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000U1?Item=0RN-00MB-000U1,DDR5,DIMM,True,32,6000,26,26,False,2,14.06,449.99,6.111445166307853,2026-05-08T19:28:07.424839
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop memory Model CMK16GX5M2B5600Z40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-2-x-8gb-ddr5-5600-pc5-44800-cas-latency-cl40-desktop-memory-gray/p/N82E16820982323?Item=N82E16820982323,DDR5,DIMM,False,16,5600,40,40,False,2,17.5,279.99,5.638319081511895,2026-05-08T19:28:07.425161
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000Z30W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982258?Item=N82E16820982258,DDR5,DIMM,False,32,6000,30,30,False,2,20.0,639.99,6.463013856174954,2026-05-08T19:28:07.425498
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMH16GX5M2B5200Z40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-5200-pc5-41600-cas-latency-cl40-desktop-memory-gray/p/N82E16820982322?Item=N82E16820982322,DDR5,DIMM,True,16,5200,40,40,False,2,17.37,277.99,5.631175938885108,2026-05-08T19:28:07.425880
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2E3200C16W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-pc4-25600-cas-latency-cl16-desktop-memory-white/p/N82E16820982330?Item=N82E16820982330,DDR4,DIMM,True,16,3200,16,16,False,2,10.62,169.99,5.141605075260502,2026-05-08T19:28:07.426234
CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M2E3200C16,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820236586?Item=9SIC6MHKW06183,DDR4,DIMM,False,64,3200,16,16,False,2,9.72,622.0,6.434546518787453,2026-05-08T19:28:07.426583
G.SKILL Trident Z5 Neo Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5N,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374424?Item=N82E16820374424,DDR5,DIMM,False,32,6000,36,36,False,2,15.31,489.99,6.196423760988341,2026-05-08T19:28:07.426943
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK64GX5M2B5200C40W,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-5200-cas-latency-cl40-desktop-memory-white/p/N82E16820236857?Item=N82E16820236857,DDR5,DIMM,False,64,5200,40,40,False,2,14.22,909.99,6.814531920251303,2026-05-08T19:28:07.427297
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C38U5W,Crucial,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6400-cas-latency-cl38-desktop-memory-white/p/N82E16820156415?Item=N82E16820156415,DDR5,DIMM,False,32,6400,38,38,False,2,12.5,399.99,5.99393648933976,2026-05-08T19:28:07.427640
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2D6000C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl40-desktop-memory-black/p/N82E16820982282?Item=N82E16820982282,DDR5,DIMM,True,64,6000,40,40,False,2,14.37,919.99,6.82544917843306,2026-05-08T19:28:07.427982
G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-FX5,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-flare-x5-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374457?Item=N82E16820374457,DDR5,DIMM,False,32,6000,30,30,False,2,18.75,599.99,6.398578295461671,2026-05-08T19:28:07.428359
A-Tech 4GB DDR4 2400MHz DIMM PC4-19200 UDIMM Non-ECC Unbuffered 1.2V CL17 288-Pin Desktop Computer RAM Memory Upgrade Module,A-Tech,Other,https://www.newegg.com/a-tech-4gb-288-pin-ddr4-sdram/p/0RN-005A-00SN6?Item=9SIAMBVF0N5816,DDR4,DIMM,False,4,2400,17,17,False,1,8.91,35.65,3.6014134283326604,2026-05-08T19:28:07.428686
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model CMH96GX5M2N7200C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-96gb-ddr5-7200-cas-latency-cl40-desktop-memory-black/p/N82E16820982256?Item=N82E16820982256,DDR5,DIMM,True,96,7200,40,40,False,2,15.94,1529.99,7.333669863957711,2026-05-08T19:28:07.429045
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB2AK2/64,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242806?Item=N82E16820242806,DDR4,DIMM,False,64,3200,16,16,False,2,10.94,699.99,6.552493621597604,2026-05-08T19:28:07.429499
"Crucial 16GB 2666 MT/S 288-Pin DDR4 SDRAM UDIMM (PC4-21300) Memory Module, CL19, Unbuffered, Dual Ranked x8, Non-ECC, 1.2V",Crucial,Crucial,https://www.newegg.com/crucial-16gb-ddr4-2666-cas-latency-cl19-memory/p/0RN-0010-006F0?Item=9SIB3T1KSA7846,DDR4,DIMM,False,16,2666,19,19,False,1,7.43,118.89,4.786574655719562,2026-05-08T19:28:07.429867
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C40BBAK2-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-5600-cas-latency-cl40-memory-black/p/0RM-001W-00679?Item=0RM-001W-00679,DDR5,DIMM,False,16,5600,40,40,False,2,16.25,259.99,5.564482092412441,2026-05-08T19:28:07.430204
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMK64GX5M2B6400C42,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl42-desktop-memory-black/p/N82E16820982295?Item=N82E16820982295,DDR5,DIMM,False,64,6400,42,42,False,2,14.37,919.99,6.82544917843306,2026-05-08T19:28:07.430533
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB12AK2/32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242800?Item=N82E16820242800,DDR4,DIMM,False,32,3200,16,16,False,2,11.87,379.99,5.94277312806309,2026-05-08T19:28:07.430870
KingBank Computer Desktop Memory Ram DDR4 16GB(2x8GB) 2666MHz CL19 1.2V with Heatsink for Desktop Computer High Performance Gaming Office,KingBank,Other,https://www.newegg.com/kingbank-16gb-ddr4-2666-cas-latency-cl19-memory-silver/p/0RN-012W-00035?Item=9SIBW2BKA84983,DDR4,DIMM,False,16,2666,19,19,False,2,9.37,149.99,5.017213609456379,2026-05-08T19:28:07.431205
Kingston FURY Beast RGB 16GB DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEA-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-rgb-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/N82E16820242734?Item=9SIA2W0KPS6696,DDR5,DIMM,True,16,5600,36,36,False,1,14.12,225.99,5.4249059636476105,2026-05-08T19:28:07.431523
Kingston KF556C36BBEAK2-16 16GB (2 x 8GB) DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEAK2-16,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-kf556c36bbeak2-16-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/0RN-001J-014J0?Item=0RN-001J-014J0,DDR5,DIMM,False,16,5600,36,36,False,2,16.87,269.99,5.602081919829862,2026-05-08T19:28:07.431879
CORSAIR Vengeance 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMK128GX5M2B6400C42,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6400-cas-latency-cl42-desktop-memory-black/p/N82E16820982274?Item=N82E16820982274,DDR5,DIMM,False,128,6400,42,42,False,2,13.91,1779.99,7.484924668450765,2026-05-08T19:28:07.432222
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) XMP 3.0 AMD EXPO Desktop Memory Model CMH32GX5M2B6000Z30K,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820236909?Item=N82E16820236909,DDR5,DIMM,True,32,6000,30,30,False,2,18.91,604.99,6.4068634842829955,2026-05-08T19:28:07.432569
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7000 (PC5 56000) Desktop Memory Model CMH32GX5M2X7000C36,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-7000-cas-latency-cl36-desktop-memory-black/p/N82E16820982106?Item=N82E16820982106,DDR5,DIMM,True,32,7000,36,36,False,2,19.37,619.99,6.431314978744242,2026-05-08T19:28:07.433052
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL26 1.45V SK Hynix IC Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSO1660826KKK)",V-COLOR,Other,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl26-memory-desktop-memory-black/p/0RN-00MB-000V4?Item=0RN-00MB-000V4,DDR5,DIMM,False,32,6000,26,26,False,2,15.31,489.99,6.196423760988341,2026-05-08T19:28:07.433474
XPG LANCER 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-DCLABK,XPG,Other,https://www.newegg.com/xpg-lancer-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820246064?Item=N82E16820246064,DDR5,DIMM,False,32,6000,30,30,False,2,12.81,409.99,6.01856888329999,2026-05-08T19:28:07.433795
CORSAIR Vengeance RGB 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH128GX5M2D6000C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl40-desktop-memory-black/p/N82E16820982280?Item=N82E16820982280,DDR5,DIMM,True,128,6000,40,40,False,2,13.98,1789.99,7.490523818572204,2026-05-08T19:28:07.434109
Patriot Viper Elite 5 32GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model PVER532G60C30W Compatible /w AMD / Intel Gen14 Only,Patriot,Other,https://www.newegg.com/patriot-memory-viper-elite-5-32gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-white/p/N82E16820225417?Item=N82E16820225417,DDR5,DIMM,False,32,6000,30,30,False,1,12.5,399.99,5.99393648933976,2026-05-08T19:28:07.434436
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2B6000Z28,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6000-cas-latency-cl28-desktop-memory-gray/p/N82E16820982248?Item=N82E16820982248,DDR5,DIMM,True,64,6000,28,28,False,2,19.06,1219.99,7.107417284068976,2026-05-08T19:28:07.434770
G.SKILL Flare X5 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-FX5,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-flare-x5-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374656?Item=9SIC0X3KTG8318,DDR5,DIMM,False,64,6000,36,36,False,2,13.27,849.0,6.745236349484363,2026-05-08T19:28:07.435118
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF4D532G6000HC28ADC01,Team,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl28-desktop-memory-white/p/N82E16820985265?Item=N82E16820985265,DDR5,DIMM,True,32,6000,28,28,False,2,18.75,599.99,6.398578295461671,2026-05-08T19:28:07.435492
Timetec 8GB DDR4 2400MHz (PC4-2400T) PC4-19200 UDIMM Desktop RAM  288-Pin 1.2V CL17 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,Other,https://www.newegg.com/timetec-8gb-288-pin-ddr4-sdram/p/0RN-00A3-000N1?Item=9SIA56XA8J3270,DDR4,DIMM,False,8,2400,17,17,False,1,7.25,57.99,4.077367938014984,2026-05-08T19:28:07.435814
Kingston FURY Beast RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C40BBAK2-32,Kingston,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-5600-cas-latency-cl40-memory-black/p/0RM-001W-00680?Item=0RM-001W-00680,DDR5,DIMM,True,32,5600,40,40,False,2,14.37,459.99,6.133376350787405,2026-05-08T19:28:07.436134
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CMK64GX5M2A4800C40,CORSAIR,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-4800-cas-latency-cl40-desktop-memory-black/p/N82E16820236875?Item=N82E16820236875,DDR5,DIMM,False,64,4800,40,40,False,2,14.14,904.99,6.809028268454472,2026-05-08T19:28:11.473752
Thermaltake TOUGHRAM XG RGB D5 Memory DDR5 6400MT/s 32GB (16GB x2) White RG34D516GX2-6400C36B,Thermaltake,Other,https://www.newegg.com/p/0RN-009B-000B3?Item=9SIA8EFKPR6178,DDR5,DIMM,True,32,6400,-1,36,True,1,12.5,399.99,5.99393648933976,2026-05-08T19:28:11.474099
KingSpec DDR4 RAM RGB 16GB Memory Module 3600 MHz 288-Pin 1.35V UDIMM with Silver Heat Dissipation Vest for Computer Desktop PC Memories Module Gaming,KingSpec,Other,https://www.newegg.com/kingspec-ddr4-pc-series-16gb-ddr4-3600-cas-latency-cl18-memory-silver/p/0RN-00FW-00036?Item=9SIB1V8K8T4547,DDR4,DIMM,True,16,3600,-1,16,True,1,7.0,111.99,4.727299319221155,2026-05-08T19:28:11.474477
G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin PC RAM DDR3 1600 (PC3 12800) Low Profile Extreme Performance Memory Model F3-1600C9D-16GAB,G.SKILL,G.SKILL,https://www.newegg.com/g-skill-ares-series-16gb-ddr3-1600-cas-latency-cl9-low-profile-extreme-performance-memory-blue/p/N82E16820231847?Item=N82E16820231847,DDR3,DIMM,False,16,1600,-1,10,True,2,6.25,99.99,4.6150215020384655,2026-05-08T19:28:11.474865
