title,brand,source_url,ddr_type,capacity_gb,speed_mhz,cas_latency,num_sticks,form_factor,has_rgb,price_usd,scraped_at
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5-8000 (PC5-64000) desktop memory Model F5-8000J3848H16GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-8000-cas-latency-cl38-desktop-memory-black/p/N82E16820374449?Item=N82E16820374449,DDR5,32,8000,-1,2,DIMM,True,679.99,2026-05-08T19:28:15.052335
Patriot Viper Elite 5 Ultra 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model VEU564G6028K,Patriot,https://www.newegg.com/patriot-memory-viper-elite-5-ultra-64gb-ddr5-6000-cas-latency-cl28-desktop-memory-matte-black/p/N82E16820225352?Item=N82E16820225352,DDR5,64,6000,-1,2,DIMM,False,859.99,2026-05-08T19:28:15.052666
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL28 1.4V SK Hynix IC Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSO1660828KKK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl28-memory-desktop-memory-black/p/0RN-00MB-000V5?Item=0RN-00MB-000V5,DDR5,32,6000,28,2,DIMM,False,459.99,2026-05-08T19:28:15.053018
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model KF564C32BBEK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6400-cas-latency-cl32-memory-black/p/N82E16820242868?Item=N82E16820242868,DDR5,32,6400,32,2,DIMM,False,489.99,2026-05-08T19:28:15.053351
SK Hynix HMA81GU6JJR8N-VK 8GB 1RX8 PC4-2666V DDR4 For Desktop,SK,https://www.newegg.com/sk-hynix-8gb-ddr4-2666-cas-latency-cl19-memory/p/0RN-00BX-00057?Item=9SIAMBVK844619,DDR4,8,0,-1,1,DIMM,False,67.99,2026-05-08T19:28:15.053700
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK64GX5M2B6000C30,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982031?Item=9SIA2W0KT79804,DDR5,64,6000,30,2,DIMM,False,1117.99,2026-05-08T19:28:15.054085
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP64GX5M2B6000C30W,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982093?Item=N82E16820982093,DDR5,64,6000,30,2,DIMM,False,1274.99,2026-05-08T19:28:15.054449
Kingston 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C40BBK2-64,Kingston,https://www.newegg.com/kingston-technology-corp-64gb-ddr5-5600-cas-latency-cl40-memory-black/p/0RN-001J-013M9?Item=0RN-001J-013M9,DDR5,64,5600,40,2,DIMM,False,969.99,2026-05-08T19:28:15.054826
Micron MTA8ATF1G64AZ-2G6E1 DDR4 8G 1RX8 PC4-2666V-UA2-11 For Desktop memory,Micron,https://www.newegg.com/micron-8gb-288-pin-ddr4-sdram/p/1X5-00DA-00115?Item=9SIAMBVJSH9268,DDR4,0,0,-1,1,DIMM,False,64.99,2026-05-08T19:28:15.055160
Timetec 8GB DDR4 2133MHz (PC4-2133P) PC4-17000 UDIMM Desktop RAM  288-Pin 1.2V CL15 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,https://www.newegg.com/timetec-8gb-ddr4-2133-cas-latency-cl15-memory/p/0RN-00A3-000M5?Item=9SIA56XA8J2414,DDR4,8,2133,15,1,DIMM,False,55.99,2026-05-08T19:28:15.055525
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 Desktop Memory Model F5-6400J3239G16GX2-TZ5RS,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-silver/p/N82E16820374359?Item=N82E16820374359,DDR5,32,6400,-1,2,DIMM,True,519.99,2026-05-08T19:28:15.055866
A-Tech 8GB DDR5 4800MHz DIMM PC5-38400 Non-ECC Unbuffered CL40 UDIMM 288-Pin 1.1V Desktop RAM Memory Module,A-Tech,https://www.newegg.com/a-tech-ddr5-desktop-memory-ram-8gb-ddr5-4800-cas-latency-cl40-green/p/0RN-005A-00SS4?Item=9SIAMBVJRR4731,DDR5,8,4800,40,1,DIMM,False,145.19,2026-05-08T19:28:15.056183
ADATA RAM XPG Lancer Blade RGB DDR5 U-DIMM 16GB 6000MHz AX5U6000C4816G-SLABRBK,ADATA,https://www.newegg.com/p/0RN-00KG-00233?Item=9SIAGBAKSW2043,DDR5,16,6000,-1,1,DIMM,True,356.9,2026-05-08T19:28:15.056460
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Intel XMP 3.0 Desktop Memory Model CMH64GX5M2B5200C40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820236889?Item=N82E16820236889,DDR5,64,5200,40,2,DIMM,True,914.99,2026-05-08T19:28:15.056808
G.SKILL Ripjaws M5 Neo RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory,G.SKILL,https://www.newegg.com/g-skill-ripjaws-m5-neo-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374642?Item=N82E16820374642,DDR5,32,6000,-1,2,DIMM,True,499.99,2026-05-08T19:28:15.057190
Crucial - DDR4 - 16 GB - DIMM 288-pin - 2400 MHz / PC4-19200 - CL17 - 1.2 V - unbuffered - non-ECC,Crucial,https://www.newegg.com/crucial-16gb-ddr4-2400-cas-latency-cl17-desktop-memory/p/2BA-0041-00029?Item=9SIB3T1KSA7739,DDR4,16,2400,17,1,DIMM,False,109.89,2026-05-08T19:28:15.057566
Kingston 8GB DDR4 SDRAM Memory Module - 8 GB (1 x 8GB) - DDR4-2666/PC4-21300 DDR4 SDRAM - 2666 MHz - CL19 - 1.20 V - Non-ECC - Unbuffered - 288-pin - DIMM - KCP426NS8/8,Kingston,https://www.newegg.com/kingston-technology-corp-8gb-ddr4-2666-cas-latency-cl19-desktop-memory/p/1X5-0009-006R9?Item=9SIAMBVK7V8049,DDR4,8,2666,19,1,DIMM,False,64.99,2026-05-08T19:28:15.057903
Kingston 32GB DDR5 SDRAM Memory Module - For Desktop PC - 32 GB - DDR5-5600/PC5-44800 DDR5 SDRAM - 5600 MHz Dual-rank Memory - CL46 - 1.10 V - Non-ECC - Unbuffered - 288-pin - DIMM- KCP556UD8-32,Kingston,https://www.newegg.com/kingston-technology-corp-32gb-ddr5-5600-cas-latency-cl46-memory/p/0RM-001W-006B6?Item=9SIA0ZXKC45715,DDR5,32,5600,46,1,DIMM,False,481.45,2026-05-08T19:28:15.058298
Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60AFDFSK Black,Silicon,https://www.newegg.com/silicon-power-zenith-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/0RN-002K-000J0?Item=9SIBDGPK7E6540,DDR5,32,6000,30,2,DIMM,True,429.79,2026-05-08T19:28:19.743233
V-COLOR TUF GAMING ALLIANCE Manta XFinity 64GB (32GBx2) DDR5-6400 CL32 1.4V INTEL/AMD SK Hynix Original IC RGB Gaming Desktop Upgrade RAM Memory Module Black (GTMXFL3264832KWK),V-COLOR,https://www.newegg.com/v-color-tuf-gaming-alliance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-black/p/0RN-00MB-000V8?Item=0RN-00MB-000V8,DDR5,64,6400,32,1,DIMM,True,859.99,2026-05-08T19:28:19.743663
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH64GX5M2B6400C42,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl42-desktop-memory-black/p/N82E16820982294?Item=N82E16820982294,DDR5,64,6400,42,2,DIMM,True,924.99,2026-05-08T19:28:19.743995
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL36 1.35V SK Hynix Original IC RGB Gaming Desktop Memory Module Black, for AMD EXPO (TMXSAL1660836KWK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl36-memory-desktop-memory/p/0RN-00MB-000T3?Item=0RN-00MB-000T3,DDR5,32,6000,36,2,DIMM,True,399.99,2026-05-08T19:28:19.744349
Kingston ValueRAM 8GB (1 x 8GB) DDR4 2400 RAM (Desktop Memory) DIMM (288-Pin) KVR24N17S8/8,Kingston,https://www.newegg.com/kingston-technology-corp-valueram-8gb-ddr4-2400-cas-latency-cl17-memory/p/N82E16820242330?Item=9SIAE9ADTN3950,DDR4,8,2400,-1,1,DIMM,False,69.99,2026-05-08T19:28:19.744682
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040F16GX2-RS5W,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820374370?Item=N82E16820374370,DDR5,32,6000,-1,2,DIMM,False,599.99,2026-05-08T19:28:19.745087
Team T-Force Delta ECO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model FF2D532G6400HC32ADC01,Team,https://www.newegg.com/team-group-t-force-delta-eco-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-silver/p/N82E16820985279?Item=N82E16820985279,DDR5,32,6400,32,2,DIMM,False,469.99,2026-05-08T19:28:19.745533
Patriot Viper Elite 5 Ultra 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model VEUR564G6028K,Patriot,https://www.newegg.com/patriot-memory-viper-elite-5-ultra-64gb-ddr5-6000-cas-latency-cl28-desktop-memory-matte-black/p/N82E16820225351?Item=N82E16820225351,DDR5,64,6000,-1,2,DIMM,False,869.99,2026-05-08T19:28:19.745867
KingBank Computer Desktop Memory Ram DDR5 48GB(2x24GB) 8400MT/s CL38 1.5V with Thick Heatsink for PC Gaming/Office/PS,KingBank,https://www.newegg.com/kingbank-48gb-2-x-24gb-ddr5-8400-pc5-67200-cas-latency-cl38-memory-desktop-memory-black/p/0RN-012W-00040?Item=9SIBW2BKGD7267,DDR5,48,8400,38,2,DIMM,False,609.99,2026-05-08T19:28:19.746180
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMH32GX5M2B5200C40W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-5200-cas-latency-cl40-desktop-memory-white/p/N82E16820236884?Item=N82E16820236884,DDR5,32,5200,40,2,DIMM,True,476.99,2026-05-08T19:28:19.746536
Crucial 16GB Single DDR4 2133 MT/s (PC4-17000) DIMM 288-Pin Memory - CT16G4DFD8213,Crucial,https://www.newegg.com/crucial-16gb-ddr4-2133-cas-latency-cl15-desktop-memory-green/p/N82E16820156117?Item=9SIAE9A7D57719,DDR4,16,2133,-1,1,DIMM,False,119.0,2026-05-08T19:28:19.746903
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB2AK2/16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242798?Item=N82E16820242798,DDR4,16,3200,16,2,DIMM,False,219.99,2026-05-08T19:28:19.747231
Kingston ValueRAM 8GB (1 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL19 1.2V DIMM (288-pin) KVR26N19S8/8,Kingston,https://www.newegg.com/kingston-technology-corp-valueram-8gb-ddr4-2666-cas-latency-cl19-desktop-memory/p/N82E16820242427?Item=9SIAMBVK666528,DDR4,8,2666,19,1,DIMM,False,64.99,2026-05-08T19:28:19.747552
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2B6000C30,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982008?Item=N82E16820982008,DDR5,32,6000,30,2,DIMM,True,604.99,2026-05-08T19:28:19.747915
V-COLOR TUF GAMING ALLIANCE Manta XFinity 64GB (32GBx2) DDR5-6400 CL32 1.4V INTEL/AMD SK Hynix Original IC RGB Gaming Desktop Upgrade RAM Memory Module White (GTMXFL3264832WWK),V-COLOR,https://www.newegg.com/v-color-tuf-gaming-alliance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-black/p/0RN-00MB-000V9?Item=0RN-00MB-000V9,DDR5,64,6400,32,1,DIMM,True,859.99,2026-05-08T19:28:19.748315
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 7000 (PC5 56000) Desktop Memory Model CMP32GX5M2X7000C34,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-7000-cas-latency-cl34-desktop-memory-black/p/N82E16820982074?Item=N82E16820982074,DDR5,32,7000,34,2,DIMM,False,669.99,2026-05-08T19:28:19.748656
Used - Like New CORSAIR Vengeance LPX 8GB 288-Pin PC RAM DDR4 2400 (PC4 19200) Desktop Memory Model CMK8GX4M1A2400C16,Used,https://www.newegg.com/corsair-vengeance-lpx-8gb-ddr4-2400-cas-latency-cl16-desktop-memory-black/p/N82E16820233982?Item=9SIC4F4KT11892,DDR4,8,2400,16,1,DIMM,False,74.95,2026-05-08T19:28:19.748999
Kingston 8GB DDR3 1600 Desktop Memory STD Height 30mm Model KVR16N11H/8,Kingston,https://www.newegg.com/kingston-technology-corp-8gb-ddr3-1600-cas-latency-cl11-desktop-memory-std-height-30mm/p/N82E16820239416?Item=9SIAMBVK666535,DDR3,8,1600,-1,1,DIMM,False,27.99,2026-05-08T19:28:19.749306
Timetec 16GB DDR4 2666MHz (PC4-2666V) PC4-21300 UDIMM Desktop RAM  288-Pin 1.2V CL19 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,https://www.newegg.com/timetec-16gb-ddr4-2666-cas-latency-cl19-memory/p/0RN-00A3-000P3?Item=9SIA56XA8T0496,DDR4,16,2666,19,1,DIMM,False,102.99,2026-05-08T19:28:19.749660
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBE2AK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-01571?Item=9SIC0X3KVB1176,DDR5,32,6000,36,2,DIMM,False,424.99,2026-05-08T19:28:19.749958
Ballistix Sport LT 8GB DDR4 2400 (PC4 19200) Memory Model BLS8G4D240FSB,Ballistix,https://www.newegg.com/ballistix-sport-lt-8gb-ddr4-2400-cas-latency-cl16-memory-gray/p/N82E16820148983?Item=9SIAU3BK6D1747,DDR4,8,2400,-1,1,DIMM,False,64.0,2026-05-08T19:28:19.750308
Patriot Viper Xtreme 5 M 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model PVXR532G64C32KM,Patriot,https://www.newegg.com/patriot-memory-viper-xtreme-5-m-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-silver/p/N82E16820225413?Item=N82E16820225413,DDR5,32,6400,32,2,DIMM,False,419.99,2026-05-08T19:28:19.750622
Rimlance 8GB (1X8GB) 1.2V DDR4 2133MHz PC4-17000 UDIMM 1RX8,Rimlance,https://www.newegg.com/rimlance-8gb-ddr4-2133-cas-latency-cl15-memory/p/0RN-0163-00091?Item=9SIAU3BKD83437,DDR4,8,2133,-1,1,DIMM,False,43.99,2026-05-08T19:28:19.750907
Kingston Fury Renegade 32GB (2 x 16GB) 288-Pin PC RAM DDR5 8000 (PC5 64000) Desktop Memory Model KF580C38RSAK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-renegade-32gb-ddr5-8000-cas-latency-cl38-desktop-memory-silver-black/p/N82E16820242829?Item=9SIC6MHKVY9040,DDR5,32,8000,38,2,DIMM,False,579.99,2026-05-08T19:28:19.751232
Kingston FURY Beast 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBE2K2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-01574?Item=0RN-001J-01574,DDR5,32,6000,36,2,DIMM,False,469.99,2026-05-08T19:28:19.751537
Used - Like New CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 2400 (PC4 19200) Desktop Memory Model CMK16GX4M2A2400C16,Used,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-2400-cas-latency-cl16-desktop-memory-black/p/N82E16820233970?Item=9SIC4F4KT12427,DDR4,16,2400,16,2,DIMM,False,99.95,2026-05-08T19:28:19.751906
Used - Very Good G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GVKC,Used,https://www.newegg.com/g-skill-ripjaws-v-series-16gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232880?Item=9SIAM8PKSA6696,DDR4,16,3600,16,2,DIMM,False,136.0,2026-05-08T19:28:19.752269
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GH1-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820374802?Item=N82E16820374802,DDR5,32,6000,-1,2,DIMM,True,579.99,2026-05-08T19:28:19.752604
HyperX FURY 16GB (2 x 8GB) DDR4 2666 (PC4 21300) Desktop Memory Model HX426C16FB3K2/16,HyperX,https://www.newegg.com/hp-fury-16gb-ddr4-2666-cas-latency-cl16-desktop-memory-black/p/N82E16820104860?Item=9SIAE9AKW60308,DDR4,16,2666,16,2,DIMM,False,129.0,2026-05-08T19:28:19.752943
SKHynix HMAA2GU6CJR8N-XN 16GB DDR4 3200Mhz 1Rx8 PC4-25600 non-ECC Unbuffered CL22 288-Pin DIMM 1.2V Memory Module for Desktop,SKHynix,https://www.newegg.com/p/0RN-00BX-00076?Item=9SIAFYRKMK5689,DDR4,16,3200,22,1,DIMM,False,134.99,2026-05-08T19:28:19.753237
Timetec 8GB DDR4 2666MHz (PC4-2666V) PC4-21300 UDIMM Desktop RAM  288-Pin 1.2V CL19 Non-ECC Unbuffered DIMM Memory Module Upgrade,Timetec,https://www.newegg.com/timetec-8gb-288-pin-ddr4-sdram/p/0RN-00A3-000N9?Item=9SIA56XA8T0415,DDR4,8,2666,19,1,DIMM,False,58.99,2026-05-08T19:28:19.753577
Rimlance 32GB (2X16GB) 1.2V DDR4 2400MHZ PC4-19200 UDIMM 2RX8 Desktop Memory,Rimlance,https://www.newegg.com/rimlance-32gb-ddr4-2400-cas-latency-cl17-memory/p/0RN-0163-00045?Item=9SIAU3BKBP1857,DDR4,32,2400,-1,2,DIMM,False,164.0,2026-05-08T19:28:19.753869
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK16GX4M2E3200C16W,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-white/p/N82E16820236736?Item=N82E16820236736,DDR4,16,3200,16,2,DIMM,False,159.99,2026-05-08T19:28:19.754209
Rimlance 8GB (1X8GB) 1.2V DDR4 2400MHZ PC4-19200 UDIMM 1RX8,Rimlance,https://www.newegg.com/rimlance-8gb-ddr4-2400-cas-latency-cl17-memory/p/0RN-0163-00092?Item=9SIAU3BKD83439,DDR4,8,2400,-1,1,DIMM,False,44.99,2026-05-08T19:28:19.754580
Kingston ValueRAM 1GB DDR 400 (PC 3200) Desktop Memory Model KVR400/1GR,Kingston,https://www.newegg.com/kingston-technology-corp-valueram-1gb-ddr-400-cas-latency-cl3-desktop-memory/p/N82E16820134008?Item=9SIAE9AK9P3198,unknown,1,0,-1,1,DIMM,False,22.99,2026-05-08T19:28:19.754940
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2B6000C30W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982045?Item=N82E16820982045,DDR5,32,6000,30,2,DIMM,True,604.99,2026-05-08T19:28:19.755294
Kingston FURY Beast 64GB (2 x 32GB) DDR4 3600 (PC4 28800) Memory (Desktop Memory) Model KF436C18BB2AK2/64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3600-cas-latency-cl18-memory-black/p/0RN-001J-014S3?Item=0RN-001J-014S3,DDR4,64,3600,18,2,DIMM,False,699.99,2026-05-08T19:28:23.679343
PNY XLR8 Low Profile 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model MD32GK2D4320016LP,PNY,https://www.newegg.com/pny-technologies-inc-xlr8-low-profile-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/N82E16820177161?Item=N82E16820177161,DDR4,16,3200,-1,2,DIMM,False,149.99,2026-05-08T19:28:23.679702
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GH1-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820374801?Item=N82E16820374801,DDR5,16,6000,-1,1,DIMM,True,279.99,2026-05-08T19:28:23.680054
G.SKILL Trident Z5 Series 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3644F64GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-series-128gb-2-x-64gb-ddr5-6400-pc5-51200-cas-latency-cl36-desktop-memory-black/p/N82E16820374770?Item=N82E16820374770,DDR5,128,6400,-1,2,DIMM,False,2999.99,2026-05-08T19:28:23.680416
NEMIX RAM 8GB (1X8GB) DDR3 1600MHZ PC3-12800 2Rx8 1.35V 240-PIN Non-ECC UDIMM Unbuffered Desktop Memory,NEMIX,https://www.newegg.com/nemix-ram-ddr3-orignial-desktop-pc-240-pin-non-ecc-unbuffered-udimm-memory-8gb-ddr3-1600-cas-latency-cl11/p/0RN-004P-005M8?Item=9SIA7S67CE5096,DDR3,8,1600,-1,1,DIMM,False,21.99,2026-05-08T19:28:23.680757
Kingston FURY Beast 64GB 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBE-64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64-gb-ddr5-5600-pc5-44800-cas-latency-cl36-memory-desktop-memory-black/p/0RN-001J-015E0?Item=0RN-001J-015E0,DDR5,64,5600,36,1,DIMM,False,999.99,2026-05-08T19:28:23.681162
V-COLOR Manta XFinity DDR5 RGB Filler Solution - 2X Modules - 0GB RAM - Intel/AMD Compatible - White,V-COLOR,https://www.newegg.com/p/0RN-00MB-000J3?Item=9SIAMCMKEX8476,DDR5,0,0,-1,1,DIMM,True,44.99,2026-05-08T19:28:23.681543
Patriot Viper Venom DDR5 RAM 32GB (1X32GB) 6000MT/s CL30 UDIMM Desktop Gaming Memory Module - PVV532G60C30,Patriot,https://www.newegg.com/patriot-memory-viper-venom-32gb-ddr5-6000-cas-latency-cl30/p/0RN-002U-004U5?Item=9SIAMB8KBY8126,DDR5,32,6000,30,1,DIMM,False,429.99,2026-05-08T19:28:23.681864
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 5200 Desktop Memory Model F5-5200J4040A16GX2-RS5K,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820374329?Item=N82E16820374329,DDR5,32,5200,-1,2,DIMM,False,469.99,2026-05-08T19:28:23.682250
G.SKILL Trident Z5 Neo Series 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3644D64GX2-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-series-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-black/p/N82E16820374768?Item=N82E16820374768,DDR5,128,6000,-1,2,DIMM,False,2749.99,2026-05-08T19:28:23.682586
Kingston 256MB PC 133 Desktop Memory Model KVR133X64C3/256,Kingston,https://www.newegg.com/kingston-technology-corp-256mb-pc-133-cas-latency-cl3-desktop-memory/p/N82E16820136001?Item=9SIAE9AK982303,unknown,0,0,-1,1,DIMM,False,24.99,2026-05-08T19:28:23.682920
Crucial 16GB (2x 8GB) DDR4 2400 MHz PC RAM 288-pin DIMM Memory Kit CT2K8G4DFS824A,Crucial,https://www.newegg.com/crucial-16gb-ddr4-2400-cas-latency-cl17-memory-black/p/0RN-0005-006C9?Item=9SIAE9AKKB9461,DDR4,16,2400,-1,2,DIMM,False,124.99,2026-05-08T19:28:23.683275
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK32GX5M2B5200C40W,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-5200-cas-latency-cl40-desktop-memory-white/p/N82E16820236844?Item=N82E16820236844,DDR5,32,5200,40,2,DIMM,False,467.99,2026-05-08T19:28:23.683616
CORSAIR Dominator Platinum RGB 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMT32GX5M2B6000C30,CORSAIR,https://www.newegg.com/corsair-dominator-platinum-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982009?Item=N82E16820982009,DDR5,32,6000,30,2,DIMM,True,629.99,2026-05-08T19:28:23.683933
NEMIX RAM 8GB (1X8GB) DDR3 1600MHZ PC3-12800 2Rx8 1.35V 240-PIN Non-ECC UDIMM Unbuffered Desktop Memory,NEMIX,https://www.newegg.com/nemix-ram-ddr3-orignial-desktop-pc-240-pin-non-ecc-unbuffered-udimm-memory-8gb-ddr3-1600-cas-latency-cl11/p/0RN-004P-005F9?Item=9SIA7S67CE5045,DDR3,8,1600,-1,1,DIMM,False,21.99,2026-05-08T19:28:23.684258
